Hebrew,Russian
החביב,любимец
הפסל,Статуя
חטפת,Ты получил
אליפות,чемпионат
באר,хорошо
אמצעים,означает
הפאזל,Головоломка
עליז,веселый
אלחם,я буду драться
סלינה,Selena
הדיקן,декан
שאעזוב,я ухожу
לטהר,чистит
קלוד,Клод
לבלתי,оказывать
למבוגרים,Взрослые
שקיבל,Получено
בהודו,Индия
מלפנים,Фронт
מורכבת,Сложный
הקשיח,Жесткий
מופעל,активированный
הפושע,Уголовное
ספרתי,цифровой
מתסכל,разочаровывающий
ולבדוק,И проверка
נחיתה,посадка
תכריח,сила
גמד,карликовый
יארד,двор
המטפלת,няня
ב,В
כילד,Как ребенок
להחיות,возродить
מהטלפון,Телефон
החשיבה,мышление
המצאת,Изобретение
האותיות,Письма
גיוס,прием на работу
עצרה,арестованный
שחייה,плавание
הנפילה,Downfall
להקפיץ,подпрыгивать
בקבר,могила
לגג,крыша
תפקידו,Роль
כהוגן,довольно
המשרת,Слуга
לרשימת,Список
אלקסיס,Alexis
נדיה,Надя
מתכון,рецепт
לקנא,ревновать
בפייסבוק,facebook
תכירי,Ты узнаешь
מרסל,завивать волосы щипцами
הכרית,подушка
באיטליה,в Италии
הרשמי,официальный
שחבר,друг
האיפור,Составить
התקליטים,документация
הסטודנטים,Ученики
ידייך,Руки
שנותן,дает
בגדה,запад
להשגה,достижимый
מאחורייך,За тобой
קרס,крюк
צפו,Рассматриваемый
סבירה,резонный
ספגטי,спагетти
נבדק,проверенный
מבודד,изолятор
ונהיה,И стал
הטלויזיה,Телевизор
הסביר,Разъяснения
התענוג,Удовольствие
והיכן,И где
דומות,Аналогичный
תדברו,Разговаривать
פנג,Feng
להטביע,тонуть
סטירה,пощечина
ומים,И вода
ספוק,удовлетворение
ספנס,кладовая для продуктов
נלקחו,взятый
להצדיק,оправдывать
תחסוך,Сохранить
נמוכים,Низкий
אספתי,собранный
דביל,башка
נעצרה,арестованный
הסנאט,сенат
חולצת,Рубашка
תמותו,Умри
מתג,переключатель
תפרים,Швы
הייתן,Ты был
לַחֲכוֹת,Подождите
הזכר,напоминать
מכדור,От
תאסוף,собирать
נדיבה,великодушный
הגיבורים,Герои
מרצה,преподаватель
נשמעים,звук
החמור,осел
אחורית,задний
להאזין,Слушать
סטרואידים,Стероиды
תילחם,Борьба
פלילית,Уголовное
ספל,кружка
רמאות,списывание
חבלה,саботаж
מרכיב,составная часть
קולומביה,Колумбия
הבלאגן,порыв
קופ,Справиться
ואבי,И отец
ההתנצלות,апология
כושים,нигеров
נשארנו,мы остались
נשלם,завершено
בריונים,Хулиганы
מתקתק,приторный
הטירוף,сумасшествие
בקופסא,коробка
בלט,балет
אכזריים,жестокий
הנשמות,Souls
מטופלת,Обрабатывали
מנחה,Модератор
ההתמחות,Стажировка
השבטים,Tribes
קרטמן,Картман
המבקרים,Посетители
לאיית,Орфографии
תתנצל,Принести извинения
מבוססת,Основано
ב,В
המשיח,мессия
בראשך,Твоя голова
מניעה,профилактика
דיואי,Dewey
מרקס,Метки
ולהשאיר,И уходи
מכניסה,запись
מונטנה,Монтана
קברות,Кладбище
משאר,Отдых
החתולים,коты
שתשמור,Сохранить
מיל,мили
מזוינים,вооруженный
ושמונה,И восемь
קיבה,желудок
ביפ,гудок
הרחם,матка
ומכיוון,И потому что
וורנר,сигнализатор
להתארגן,организовать
נדפקנו,Ndfkno
מתחרים,конкурирующий
אומנת,няня
עמנו,Нас
מדרום,юг
פנייך,Твое лицо
שלכל,из каждой
ב,В
רכבות,Поезда
איתור,обнаружение
קרייטון,Крейтон
ניומן,Новый человек
תצפית,наблюдение
קרקס,цирк
וסטס,Массачусетс
תמהרי,Торопиться
פולס,Falls
הרדמה,анестезия
פליסיטי,меткость
וובר,Уэббер
כיילב,Калеб
מתגעגעים,скучать
חולדות,Крысы
ליישב,Для оседают
מאוכזבת,Расстроен
משלוחים,Отгрузки
החקירות,исследования
לקול,Звук
ניקיון,очищающий
חשפנית,стриппер
חשק,желание
לקניון,Торговый центр
ליטל,маленький
טרחה,стычка
מוצרי,Продукты
ולשחק,И играй
שהשוטרים,Менты
המבורגרים,бургеры
בטל,недействительным
לערער,обращение
הקולי,вокальный
לוחמי,Борцы
צפרדע,лягушка
נאחר,Опаздывать
הגרביים,Носки
תרנגולות,Куры
איסט,восток
חולף,прохождение
סידורים,Договоренности
ההוצאות,Затраты
מעלים,Увеличение
עתיקות,старина
השתלט,Взял
אליסה,Алиса
הסצנה,Сцена
בשלושת,Три
הסודית,секрет
להתייעץ,консультироваться
אפנה,мода
מחבבים,подобно
מגפיים,ботинки
קראק,Трещина
להתכופף,изгиб
תברחי,Убегай
שאיתו,С кем
העובד,Наемный рабочий
לאקי,Счастливчик
מומחית,эксперт
ובת,И дочь
ושאר,И другие
האריסון,Харрисон
אחליף,я изменюсь
איוון,Иван
ביערות,Woods
תבזבז,Трата
כוסיות,детки
מפר,Разрывы
שתנסה,Пытаться
טיפים,чаевые
בוורלי,Beverly
הנוסע,Листовка
מודרנית,Современный
המשא,нагрузка
מספקים,Поставка
חובט,било
חבטות,перфорация
בנקודת,В
פסיכולוג,психолог
קדושים,Святые
לפשוט,Отгул
לחייו,Его жизнь
מיטש,Митч
מבחין,уведомление
ולקח,И взял
המנכ,Директор компании
המאזניים,Напольные весы
תנהג,Вести себя
כנ,Такой же
במקצת,немного
לחדשות,Новости
עצובים,Печальный
שטרות,банкноты
מזמינים,приглашение
המועמדים,Кандидаты
סבלה,Пострадал
מייצגת,Представляет собой
השקעות,Вложения
גראהם,Грэхем
שראו,Они видели
תזרקי,бросать
לגב,Г-жа.
אצפה,Часы
לוגאן,логан
הזקנים,Старейшины
